,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
2673,7R25A,448281,4678237,1,1,0,NA,2020,796,797
2678,7R25B,449116,4677349,0,0,1,NA,2020,796,797
2588,7R304A,389799,4791549,0,0,0,NA,2020,4524,4525
2589,7R304B,389050,4789596,0,0,0,NA,2020,7702,7703
2590,7R305A,395513,4791724,0,0,0,NA,2020,2681,2682
2591,7R305B,394514,4790196,0,0,0,NA,2020,2681,2682
2592,7R306A,399321,4790688,0,0,0,NA,2020,5744,5745
2593,7R306B,399444,4789513,1,1,1,NA,2020,6082,6083
2594,7R307A,390798,4795425,0,0,0,NA,2020,2912,2913
2595,7R307B,388579,4796502,0,0,0,NA,2020,8020,8021
2596,7R308A,395128,4795655,0,0,0,NA,2020,5751,5752
2597,7R308B,394043,4795400,0,NA,NA,NA,2020,5751,5752
2598,7R309A,397922,4794245,0,0,1,NA,2020,5998,5999
2599,7R309B,398508,4795075,0,1,0,NA,2020,5998,5999
2669,7R30A,443495,4681717,0,0,1,NA,2020,12780,12781
2676,7R30B,443207,4682976,0,0,0,NA,2020,8900,8901
2671,7R31A,447759,4682498,0,0,0,NA,2020,7370,7371
2674,7R31B,449524,4682777,0,0,0,NA,2020,7370,7371
2703,7R320A,402922,4690096,0,0,1,NA,2020,5141,5142
2704,7R320B,399951,4688855,1,0,0,NA,2020,1786,1787
2645,7R339A,423361,4709075,0,0,0,NA,2020,3018,3019
2646,7R339B,423540,4707897,0,0,0,NA,2020,3018,3019
2651,7R342,367234,4716953,0,1,1,NA,2020,4831,4832
2652,7R343,370867,4718396,0,0,1,NA,2020,5138,5139
2653,7R344,374302,4716839,0,0,0,NA,2020,3226,3227
2654,7R345,367187,4720603,0,0,0,NA,2020,249,250
2655,7R346,372061,4722734,0,0,0,NA,2020,12668,12669
2656,7R347,374545,4721383,0,NA,1,NA,2020,10796,10797
2629,7R348,362101,4736473,0,0,1,NA,2020,6244,6245
2630,7R349,365331,4734937,0,0,0,NA,2020,5002,5003
2631,7R350,362014,4741000,1,1,1,NA,2020,7492,7493
2632,7R351,365881,4739865,0,0,0,NA,2020,10018,10019
2633,7R352,363363,4743220,0,0,0,NA,2020,2106,2107
2634,7R353,365775,4744806,0,1,0,NA,2020,6867,6868
2679,7R42A,445282,4686378,1,0,1,NA,2020,7195,7196
2670,7R42B,445533,4688093,0,0,0,NA,2020,7195,7196
2680,7R43A,449764,4687275,0,1,0,NA,2020,8467,8468
2672,7R43B,449949,4686011,0,0,1,NA,2020,8467,8468
2693,7R58A,404721,4689349,0,0,0,NA,2020,5141,5142
2694,7R58B,404737,4692098,0,0,0,NA,2020,10988,10989
2681,7R59A,421472,4688769,1,0,0,NA,2020,1686,1687
2682,7R59B,422887,4689174,0,0,0,NA,2020,8583,8584
2683,7R60A,425738,4690952,1,0,0,NA,2020,9737,9738
2684,7R60B,425895,4688794,0,0,0,NA,2020,9737,9738
2574,7R674,379476,4760040,0,0,0,NA,2020,4156,4157
2575,7R675,382192,4759956,0,0,1,NA,2020,2653,2654
2576,7R676,386165,4758788,0,1,0,NA,2020,12291,12292
2577,7R677,374773,4763997,0,0,1,NA,2020,10688,10689
2578,7R678,379512,4763676,0,1,0,NA,2020,3198,3199
2579,7R681,413126,4762077,0,0,1,NA,2020,3895,3896
2580,7R682,417565,4763836,0,0,0,NA,2020,12086,12087
2581,7R683,413656,4769339,0,0,0,NA,2020,4126,4127
2582,7R684,417126,4767403,0,1,0,NA,2020,505,506
2584,7R686,378903,4771063,0,0,1,NA,2020,12208,12209
2585,7R687,383864,4771711,1,0,0,NA,2020,7467,7468
2583,7R688,417037,4772157,0,0,0,NA,2020,5822,5823
2570,7R689,432213,4772040,1,0,0,NA,2020,3566,3567
2571,7R690,435082,4771885,0,0,0,NA,2020,6181,6182
2586,7R692,378331,4775347,0,0,0,NA,2020,12680,12681
2587,7R693,382347,4775848,0,0,0,NA,2020,7537,7538
2572,7R695,432624,4775037,0,0,0,NA,2020,9159,9160
2573,7R696,444783,4759881,0,0,0,NA,2020,75,76
2695,7R71A,401517,4694652,1,0,1,NA,2020,1696,1697
2696,7R71B,403608,4694720,0,0,0,NA,2020,10988,10989
2697,7R72A,405817,4693588,0,1,0,NA,2020,10988,10989
2698,7R72B,405493,4694930,1,1,1,NA,2020,10988,10989
2685,7R73A,420197,4695568,0,0,0,NA,2020,5642,5643
2686,7R73B,420134,4694332,0,0,0,NA,2020,3437,3438
2687,7R74A,424359,4693423,0,0,0,NA,2020,4231,4232
2688,7R74B,425751,4695379,0,0,0,NA,2020,5328,5329
2699,7R87A,402598,4696606,1,0,0,NA,2020,9575,9576
2700,7R87B,401828,4698534,1,1,0,NA,2020,1546,1547
2701,7R88A,406550,4698217,0,0,0,NA,2020,3859,3860
2702,7R88B,405035,4698849,0,0,0,NA,2020,1685,1686
2689,7R89A,421172,4698184,1,0,0,NA,2020,3716,3717
2690,7R89B,419279,4698809,0,1,0,NA,2020,3716,3717
2691,7R90A,425467,4699304,0,0,0,NA,2020,3788,3789
2692,7R90B,424176,4698229,1,0,0,NA,2020,7012,7013
2163,8R100A,335344,4683082,0,0,0,NA,2020,10713,10714
2166,8R100B,334508,4684090,0,0,0,NA,2020,10713,10714
2184,8R134A,320088,4686448,0,0,0,NA,2020,1232,1233
2190,8R134B,318759,4687354,0,0,0,NA,2020,1232,1233
2162,8R137A,332397,4684513,0,0,0,NA,2020,1848,1849
2165,8R137B,332475,4686562,0,0,0,NA,2020,4841,4842
2171,8R138A,335527,4686903,0,0,0,NA,2020,3396,3397
2172,8R138B,334225,4687883,0,1,0,NA,2020,3396,3397
2119,8R140A,366763,4687190,0,0,0,NA,2020,12862,12863
2118,8R140B,367731,4685652,0,0,0,NA,2020,12862,12863
2117,8R141A,371299,4687145,0,0,0,NA,2020,9448,9449
2116,8R141B,370243,4684553,1,1,1,NA,2020,10074,10075
2199,8R1801A,311949,4690381,0,1,1,NA,2020,4633,4634
2201,8R1801B,310421,4664055,0,0,0,NA,2020,10842,10843
2200,8R1802A,303916,4668067,0,0,0,NA,2020,7165,7166
2202,8R1802B,306590,4667485,0,0,0,NA,2020,3052,3053
2203,8R1804A,313227,4667850,0,0,1,NA,2020,11369,11370
2207,8R1804B,310816,4668191,0,0,0,NA,2020,1407,1408
2157,8R1819A,342515,4675701,0,0,0,NA,2020,3446,3447
2160,8R1819B,343844,4676390,0,0,0,NA,2020,3880,3881
2174,8R182,289012,4702866,0,0,0,NA,2020,7113,7114
2237,8R1822A,296019,4677536,0,1,0,NA,2020,10226,10227
2230,8R1822B,297702,4679789,0,0,0,NA,2020,2787,2788
2186,8R1838A,320213,4682826,0,0,0,NA,2020,12510,12511
2189,8R1838B,321470,4683365,0,0,0,NA,2020,8862,8863
2156,8R1844A,346956,4681908,0,0,0,NA,2020,7807,7808
2139,8R1844B,347037,4683784,1,0,0,NA,2020,7314,7315
2115,8R1848A,366138,4682167,0,0,1,NA,2020,403,404
2114,8R1848B,367142,4683268,0,0,0,NA,2020,6404,6405
2113,8R1849A,370686,4681997,0,0,0,NA,2020,9727,9728
2112,8R1849B,370677,4680992,1,1,0,NA,2020,9727,9728
2111,8R1851A,374758,4682580,0,0,0,NA,2020,11669,11670
2110,8R1851B,376051,4682349,0,0,NA,NA,2020,11669,11670
2108,8R1856A,376457,4686297,0,1,0,NA,2020,6996,6997
2109,8R1856B,374614,4685310,0,0,1,NA,2020,11669,11670
2179,8R1859A,318194,4688151,0,0,0,NA,2020,1232,1233
2187,8R1859B,314827,4686628,0,0,0,NA,2020,3796,3797
2170,8R185A,332805,4691747,1,0,0,NA,2020,1615,1616
2168,8R185B,331949,4690379,0,0,0,NA,2020,1615,1616
2180,8R1860A,317177,4690254,1,0,0,NA,2020,1750,1751
2182,8R1860B,315211,4688481,0,0,0,NA,2020,3796,3797
2183,8R1861A,321234,4690143,0,0,0,NA,2020,12588,12589
2188,8R1861B,322190,4689184,0,0,1,NA,2020,12588,12589
2169,8R186A,335803,4689482,0,1,0,NA,2020,9010,9011
2167,8R186B,334474,4690806,0,0,0,NA,2020,9010,9011
2205,8R19A,308731,4667194,0,0,0,NA,2020,1407,1408
2204,8R19B,307008,4668587,0,0,0,NA,2020,3052,3053
2185,8R2019A,317713,4682875,0,1,1,NA,2020,12510,12511
2181,8R2019B,317948,4684081,1,0,1,NA,2020,12510,12511
2176,8R294,293484,4701688,0,NA,0,NA,2020,3652,3653
2141,8R296,321155,4712227,0,0,0,NA,2020,2619,2620
2195,8R297,304728,4702139,0,1,1,NA,2020,5140,5141
2192,8R298,308665,4702170,0,1,1,NA,2020,12727,12728
2194,8R299,314021,4702227,0,1,1,NA,2020,12293,12294
2208,8R29A,308950,4671614,1,0,1,NA,2020,7320,7321
2206,8R29B,309762,4669357,1,0,0,NA,2020,1407,1408
2197,8R30A,305032,4671451,0,0,0,NA,2020,9132,9133
2198,8R30B,306068,4672420,0,0,0,NA,2020,9132,9133
2153,8R31A,362995,4787161,0,0,0,NA,2020,9317,9318
2140,8R31B,352832,4675452,0,0,0,NA,2020,11034,11035
2178,8R326,291381,4706756,0,0,0,NA,2020,12838,12839
2173,8R327,292843,4705980,0,0,1,NA,2020,967,968
2193,8R330,304327,4707010,0,0,1,NA,2020,2024,2025
2191,8R331,307869,4705522,1,0,0,NA,2020,11881,11882
2196,8R332,313997,4705432,0,0,0,NA,2020,1643,1644
2149,8R335,336810,4704827,0,0,0,NA,2020,4634,4635
2148,8R336,339760,4705594,0,0,1,NA,2020,2039,2040
2175,8R356,288662,4709270,0,1,1,NA,2020,3578,3579
2177,8R357,293868,4710376,0,0,0,NA,2020,9092,9093
2151,8R358,331824,4708867,1,0,1,NA,2020,4029,4030
2150,8R359,335519,4710082,1,0,0,NA,2020,7732,7733
2147,8R360,340701,4710963,0,0,1,NA,2020,2966,2967
2146,8R377,339310,4714479,0,0,0,NA,2020,5178,5179
2143,8R390,320409,4718030,0,0,0,NA,2020,9323,9324
2209,8R405,309382,4737387,0,0,0,NA,2020,5068,5069
2145,8R406,320288,4720516,0,0,0,NA,2020,1621,1622
2144,8R407,324435,4720732,0,0,0,NA,2020,8581,8582
2142,8R421,324368,4725570,0,0,0,NA,2020,9671,9672
2229,8R44A,297160,4674736,0,0,0,NA,2020,11951,11952
2231,8R44B,296966,4672869,0,0,0,NA,2020,11951,11952
2214,8R454,297349,4736807,0,0,0,NA,2020,1903,1904
2211,8R455,301363,4736746,0,0,0,NA,2020,3918,3919
2212,8R456,305342,4737577,0,0,0,NA,2020,5207,5208
2236,8R45A,301523,4674066,0,0,0,NA,2020,4133,4134
2233,8R45B,302374,4672781,0,0,0,NA,2020,12496,12497
2210,8R467,304444,4739474,0,0,0,NA,2020,11866,11867
2213,8R468,309957,4740231,1,0,0,NA,2020,4412,4413
2126,8R496,324747,4779474,0,0,0,NA,2020,5760,5761
2137,8R498,332227,4779007,0,0,0,NA,2020,694,695
2127,8R507,316643,4783515,0,0,0,NA,2020,4141,4142
2128,8R508,320197,4783576,0,0,0,NA,2020,8783,8784
2129,8R509,325729,4782107,0,0,0,NA,2020,1016,1017
2136,8R511,333050,4783027,0,0,0,NA,2020,9007,9008
2130,8R519,321327,4786557,0,0,0,NA,2020,12627,12628
2131,8R520,324199,4786872,0,0,0,NA,2020,6176,6177
2135,8R521,335670,4778461,0,0,0,NA,2020,2228,2229
2134,8R522,339815,4779286,0,0,0,NA,2020,10850,10851
2121,8R524,358817,4787866,0,1,0,NA,2020,3165,3166
2122,8R525,362995,4787159,0,0,0,NA,2020,9317,9318
2123,8R528,358648,4791942,0,0,0,NA,2020,11196,11197
2120,8R529,363390,4791168,0,0,0,NA,2020,6222,6223
2125,8R536,358569,4795485,0,0,0,NA,2020,10404,10405
2124,8R537,362983,4795118,0,0,0,NA,2020,2155,2156
2132,8R606,337178,4783391,0,0,0,NA,2020,6384,6385
2133,8R607,340260,4783544,0,0,0,NA,2020,397,398
2106,8R617,352535,4714798,0,0,0,NA,2020,5064,5065
2105,8R618,355830,4713438,0,0,0,NA,2020,11801,11802
2104,8R619,359417,4713641,1,0,1,NA,2020,1370,1371
2103,8R625,355926,4716268,0,0,0,NA,2020,2119,2120
2102,8R626,358824,4717629,0,0,1,NA,2020,9491,9492
2221,8R635,258441,4721435,0,0,0,NA,2020,8110,8111
2215,8R636,278097,4722066,0,0,0,NA,2020,10366,10367
2107,8R637,355254,4722174,0,0,0,NA,2020,3186,3187
2222,8R644,254266,4725131,1,0,0,NA,2020,805,806
2223,8R645,259107,4724589,0,0,0,NA,2020,7548,7549
2224,8R646,263786,4725085,1,0,1,NA,2020,1619,1620
2218,8R647,275512,4725058,0,0,0,NA,2020,9553,9554
2216,8R648,278439,4725940,NA,0,0,NA,2020,5110,5111
2225,8R655,258990,4728509,1,1,1,NA,2020,11545,11546
2220,8R656,273550,4728717,0,1,1,NA,2020,2436,2437
2217,8R657,278868,4730283,1,0,0,NA,2020,4188,4189
2235,8R65A,301155,4679725,0,0,0,NA,2020,2614,2615
2226,8R65B,302292,4678391,0,1,1,NA,2020,2431,2432
2219,8R661,274499,4733025,0,0,0,NA,2020,8052,8053
2155,8R72A,342801,4678721,0,0,0,NA,2020,3880,3881
2152,8R72B,342855,4677217,0,0,1,NA,2020,3880,3881
2159,8R73A,346553,4678217,0,0,0,NA,2020,9857,9858
2158,8R73B,345833,4676731,0,0,0,NA,2020,3880,3881
2138,8R74A,350841,4679256,0,0,0,NA,2020,3194,3195
2154,8R74B,352714,4679030,1,0,0,NA,2020,2942,2943
2232,8R95A,297572,4682876,0,0,1,NA,2020,2047,2048
2234,8R95B,298990,4682056,0,0,0,NA,2020,2614,2615
2227,8R96A,300958,4681859,0,0,0,NA,2020,2614,2615
2228,8R96B,301849,4681055,0,0,0,NA,2020,11152,11153
2164,8R99A,332493,4682613,0,0,0,NA,2020,1848,1849
2161,8R99B,333887,4683186,0,0,0,NA,2020,10713,10714
2366,9R100A,208716,4702303,1,0,0,NA,2020,2954,2955
2367,9R100B,207653,4700914,0,0,0,NA,2020,1560,1561
2368,9R101A,261928,4701357,0,0,0,NA,2020,5091,5092
2369,9R101B,260740,4701306,0,0,0,NA,2020,5091,5092
2370,9R102A,264440,4700496,0,0,0,NA,2020,11909,11910
2371,9R102B,266708,4700040,0,0,0,NA,2020,11909,11910
2372,9R104A,239687,4714410,0,0,0,NA,2020,6183,6184
2373,9R104B,239967,4713361,0,0,0,NA,2020,10223,10224
2374,9R115A,204460,4706118,0,0,0,NA,2020,7319,7320
2375,9R115B,204273,4704993,0,0,0,NA,2020,7319,7320
2376,9R116A,207440,4705437,0,0,0,NA,2020,10421,10422
2377,9R116B,208702,4705309,0,0,0,NA,2020,10421,10422
2378,9R117A,234561,4705748,0,0,0,NA,2020,10571,10572
2379,9R117B,233962,4704084,1,0,0,NA,2020,6341,6342
2380,9R118A,238792,4704337,0,0,0,NA,2020,10772,10773
2381,9R118B,237425,4705774,0,0,0,NA,2020,1594,1595
2382,9R119A,262530,4704967,0,0,0,NA,2020,2791,2792
2383,9R119B,261622,4703822,0,0,0,NA,2020,5091,5092
2384,9R11A,143395,4674529,0,0,0,NA,2020,1451,1452
2385,9R11B,142720,4673604,1,0,1,NA,2020,1451,1452
2386,9R120A,267877,4704925,0,0,0,NA,2020,6715,6716
2387,9R120B,267107,4705976,0,0,0,NA,2020,6715,6716
2388,9R12A,146586,4674874,0,0,0,NA,2020,4303,4304
2389,9R12B,147448,4673757,0,1,0,NA,2020,3273,3274
2390,9R133A,205422,4709950,1,0,0,NA,2020,8189,8190
2391,9R133B,205782,4711245,0,0,0,NA,2020,105,106
2392,9R134A,208071,4709674,0,1,0,NA,2020,8557,8558
2393,9R134B,210050,4709032,0,0,0,NA,2020,406,407
2394,9R135A,236135,4711038,0,NA,0,NA,2020,10097,10098
2395,9R135B,235621,4709842,0,0,0,NA,2020,5358,5359
2396,9R136A,239386,4709915,0,0,0,NA,2020,9411,9412
2397,9R136B,240972,4710890,0,0,1,NA,2020,10223,10224
2398,9R137A,263692,4708826,0,1,0,NA,2020,3496,3497
2399,9R137B,263033,4710836,0,1,0,NA,2020,1139,1140
2400,9R148A,236624,4713129,0,0,0,NA,2020,10097,10098
2401,9R148B,234030,4713659,0,1,0,NA,2020,5669,5670
2402,9R17A,138679,4678638,0,0,0,NA,2020,12237,12238
2403,9R17B,138879,4679991,0,0,0,NA,2020,3994,3995
2404,9R18A,142948,4679424,0,0,0,NA,2020,6113,6114
2405,9R18B,143259,4677799,0,0,0,NA,2020,12734,12735
2406,9R19A,145896,4679064,0,0,0,NA,2020,3781,3782
2407,9R19B,145617,4677389,0,0,0,NA,2020,3781,3782
2408,9R1A,225081,4664639,NA,NA,0,NA,2020,11642,11643
2409,9R1B,222728,4664428,0,0,0,NA,2020,11642,11643
2410,9R269A,153760,4712387,1,1,1,NA,2020,10353,10354
2411,9R273A,158232,4713640,0,1,0,NA,2020,3967,3968
2412,9R274A,160249,4712940,0,1,1,NA,2020,6141,6142
2413,9R275A,162156,4715990,0,0,0,NA,2020,723,724
2414,9R278A,201461,4722264,0,0,NA,NA,2020,2083,2084
2415,9R279A,204073,4720655,0,0,0,NA,2020,9934,9935
2416,9R283A,200583,4724035,0,0,0,NA,2020,6772,6773
2417,9R284A,205132,4725479,0,0,0,NA,2020,3085,3086
2418,9R290A,201617,4730059,0,0,0,NA,2020,1289,1290
2419,9R291A,204413,4728219,0,0,0,NA,2020,5315,5316
2420,9R296A,228385,4735993,0,0,0,NA,2020,12826,12827
2421,9R297A,228194,4740309,1,0,NA,NA,2020,3989,3990
2422,9R298A,222403,4743363,0,0,0,NA,2020,5142,5143
2423,9R299A,228179,4743255,1,0,0,NA,2020,452,453
2424,9R2A,228186,4663654,0,NA,NA,NA,2020,8784,8785
2425,9R2B,225918,4663085,0,0,0,NA,2020,5456,5457
2426,9R300A,222712,4749091,0,0,0,NA,2020,4691,4692
2427,9R301A,226879,4747887,0,0,0,NA,2020,675,676
2428,9R302A,219463,4752319,0,0,0,NA,2020,9023,9024
2429,9R303A,223131,4753245,0,0,0,NA,2020,9598,9599
2430,9R335A,258831,4701532,0,0,0,NA,2020,11825,11826
2431,9R335B,257744,4701821,0,1,0,NA,2020,11825,11826
2432,9R336A,138123,4684310,0,0,0,NA,2020,7459,7460
2433,9R336B,139178,4683217,1,0,0,NA,2020,7459,7460
2434,9R340A,165286,4713653,0,1,0,NA,2020,3442,3443
2435,9R34A,119460,4686628,0,0,0,NA,2020,741,742
2436,9R34B,119994,4685400,NA,0,0,NA,2020,11855,11856
2437,9R354A,165813,4709264,0,1,0,NA,2020,7893,7894
2438,9R35A,122653,4685756,0,0,0,NA,2020,8703,8704
2439,9R35B,121441,4684604,0,0,0,NA,2020,234,235
2440,9R36A,126057,4686423,0,1,1,NA,2020,6801,6802
2441,9R36B,127752,4685215,0,0,0,NA,2020,289,290
2442,9R3A,222362,4668166,0,0,0,NA,2020,12530,12531
2443,9R3B,222992,4666029,0,0,0,NA,2020,11642,11643
2444,9R46A,118933,4691079,0,0,0,NA,2020,8740,8741
2445,9R46B,117712,4691634,0,0,0,NA,2020,7218,7219
2446,9R47A,123062,4691067,0,0,0,NA,2020,11189,11190
2447,9R47B,121893,4690271,0,0,0,NA,2020,11189,11190
2448,9R48A,125817,4691423,0,0,0,NA,2020,7209,7210
2449,9R48B,126804,4691914,NA,0,0,NA,2020,3814,3815
2450,9R49A,167924,4690142,0,0,0,NA,2020,10685,10686
2451,9R49B,167958,4691745,0,0,0,NA,2020,10685,10686
2452,9R4A,227194,4666402,0,0,0,NA,2020,8784,8785
2453,9R4B,228614,4666397,1,0,1,NA,2020,8784,8785
2454,9R50A,171773,4689349,0,0,0,NA,2020,4178,4179
2455,9R50B,174279,4689980,0,0,0,NA,2020,654,655
2456,9R51A,224699,4691985,0,0,0,NA,2020,3042,3043
2457,9R51B,223268,4691753,0,0,0,NA,2020,4620,4621
2458,9R52A,229379,4691407,0,0,1,NA,2020,3130,3131
2459,9R52B,229491,4689895,0,0,0,NA,2020,3130,3131
2460,9R53A,250975,4689154,0,0,0,NA,2020,1542,1543
2461,9R53B,249493,4691213,0,0,0,NA,2020,1542,1543
2462,9R54A,255331,4689218,0,NA,0,NA,2020,10968,10969
2463,9R54B,255140,4690197,0,0,0,NA,2020,10968,10969
2464,9R63A,169818,4695217,0,0,0,NA,2020,10737,10738
2465,9R63B,168773,4694293,0,0,0,NA,2020,1428,1429
2466,9R64A,174642,4694718,0,0,0,NA,2020,434,435
2467,9R64B,175172,4696058,0,0,0,NA,2020,9867,9868
2468,9R65A,185037,4692347,0,0,0,NA,2020,2325,2326
2469,9R65B,185812,4693264,0,0,0,NA,2020,2325,2326
2470,9R66A,189840,4694665,1,1,1,NA,2020,7293,7294
2471,9R66B,187814,4692813,0,0,0,NA,2020,7293,7294
2472,9R67A,225473,4695554,1,0,0,NA,2020,8030,8031
2473,9R67B,224575,4696023,1,0,0,NA,2020,8030,8031
2474,9R68A,226176,4693930,0,1,1,NA,2020,6820,6821
2475,9R68B,228579,4695178,0,0,0,NA,2020,874,875
2476,9R69A,251832,4695934,0,0,0,NA,2020,7428,7429
2477,9R69B,249780,4695827,0,0,0,NA,2020,3050,3051
2478,9R6A,224480,4672547,0,0,0,NA,2020,11665,11666
2479,9R6B,224688,4670352,0,0,0,NA,2020,11665,11666
2480,9R70A,255505,4695010,0,0,0,NA,2020,9392,9393
2481,9R70B,256481,4693599,0,0,0,NA,2020,1668,1669
2482,9R79A,170646,4699910,0,0,0,NA,2020,9330,9331
2483,9R79B,168320,4699628,0,0,0,NA,2020,11270,11271
2484,9R7A,227710,4671751,0,0,0,NA,2020,7356,7357
2485,9R7B,226484,4671106,0,0,0,NA,2020,7356,7357
2486,9R80A,175130,4698362,0,0,0,NA,2020,847,848
2487,9R80B,172780,4697637,0,0,0,NA,2020,11051,11052
2488,9R81A,181149,4696750,0,0,1,NA,2020,11006,11007
2489,9R81B,179241,4696210,1,0,0,NA,2020,11006,11007
2490,9R82A,184341,4697946,0,0,0,NA,2020,7376,7377
2491,9R82B,185063,4696689,1,0,0,NA,2020,4918,4919
2492,9R83A,223869,4698556,0,0,0,NA,2020,7842,7843
2493,9R83B,225124,4696992,0,0,0,NA,2020,8030,8031
2494,9R84A,226190,4698752,0,0,0,NA,2020,2429,2430
2495,9R84B,227669,4699612,0,0,0,NA,2020,2429,2430
2496,9R85A,250831,4698495,0,0,0,NA,2020,3462,3463
2497,9R85B,249891,4697008,0,0,0,NA,2020,3050,3051
2498,9R86A,253551,4699908,0,0,0,NA,2020,151,152
2499,9R86B,253334,4697732,0,0,0,NA,2020,7428,7429
2500,9R97A,181604,4702430,0,0,0,NA,2020,3371,3372
2501,9R97B,180888,4700755,1,0,0,NA,2020,602,603
2502,9R98A,184750,4701996,0,0,0,NA,2020,5857,5858
2503,9R98B,183801,4703477,0,0,0,NA,2020,3371,3372
2504,9R99A,204926,4702067,0,0,0,NA,2020,8150,8151
2505,9R99B,203297,4701904,0,0,1,NA,2020,4149,4150
2705,4R111A,470538,4700691,0,0,0,NA,2021,7100,7101
2706,4R111B,471256,4703328,0,0,0,NA,2021,11097,11098
2707,4R112A,474239,4700300,1,0,1,NA,2021,6417,6418
2708,4R112B,476214,4702238,0,0,0,NA,2021,3972,3973
2709,4R113A,541414,4702456,0,0,0,NA,2021,574,575
2710,4R113B,540662,4701347,1,0,0,NA,2021,574,575
2711,4R114A,543305,4702201,0,0,1,NA,2021,4379,4380
2712,4R114B,543747,4700121,0,1,1,NA,2021,3988,3989
2713,4R132A,539695,4704392,0,0,0,NA,2021,574,575
2714,4R132B,541733,4703874,0,0,NA,NA,2021,574,575
2715,4R146A,519379,4708517,0,0,0,NA,2021,9609,9610
2716,4R146B,516820,4710219,0,0,0,NA,2021,9609,9610
2717,4R147A,520220,4708695,0,0,0,NA,2021,8851,8852
2718,4R147B,522432,4710738,0,0,0,NA,2021,8851,8852
2719,4R154A,477039,4713462,0,0,0,NA,2021,10533,10534
2720,4R154B,475632,4715149,0,0,0,NA,2021,11043,11044
2721,4R155A,477503,4711889,0,0,0,NA,2021,10533,10534
2722,4R155B,479000,4713159,0,0,0,NA,2021,5699,5700
2723,4R156A,517353,4713459,0,0,0,NA,2021,3382,3383
2724,4R156B,519296,4713697,1,0,0,NA,2021,3382,3383
2725,4R157A,521133,4713396,0,0,0,NA,2021,9338,9339
2726,4R157B,522662,4715395,0,0,0,NA,2021,6312,6313
2727,4R15A,481068,4674517,0,0,0,NA,2021,5803,5804
2728,4R15B,480641,4676356,0,NA,0,NA,2021,3639,3640
2729,4R161A,473821,4716855,0,1,0,NA,2021,4998,4999
2730,4R161B,475484,4716574,0,0,0,NA,2021,4998,4999
2731,4R162A,479718,4717683,0,0,0,NA,2021,881,882
2732,4R162B,479959,4719284,0,0,0,NA,2021,881,882
2733,4R163A,483172,4716670,0,0,0,NA,2021,11049,11050
2734,4R163B,483191,4715972,0,0,0,NA,2021,11049,11050
2735,4R164A,499175,4716965,0,0,0,NA,2021,1012,1013
2736,4R164B,499735,4715505,1,0,1,NA,2021,1012,1013
2737,4R165A,501233,4717195,1,0,0,NA,2021,6351,6352
2738,4R165B,500737,4718475,0,0,0,NA,2021,11286,11287
2739,4R166A,517340,4716381,0,0,0,NA,2021,3173,3174
2740,4R166B,518260,4715569,0,0,0,NA,2021,3173,3174
2741,4R167A,523428,4717272,1,0,0,NA,2021,6690,6691
2742,4R167B,520619,4716939,1,0,0,NA,2021,6312,6313
2743,4R16A,481879,4674204,0,0,0,NA,2021,5803,5804
2744,4R16B,483415,4676586,0,0,0,NA,2021,8024,8025
2745,4R171A,479455,4724565,0,0,0,NA,2021,11988,11989
2746,4R171B,479889,4720337,0,0,0,NA,2021,11231,11232
2747,4R172A,497954,4721425,0,0,0,NA,2021,437,438
2748,4R172B,497852,4722928,0,0,0,NA,2021,437,438
2749,4R173A,502547,4721194,0,0,0,NA,2021,10879,10880
2750,4R173B,500880,4720994,0,0,0,NA,2021,10879,10880
2751,4R177A,498586,4725240,0,0,0,NA,2021,5757,5758
2752,4R177B,500338,4724338,0,0,0,NA,2021,5757,5758
2753,4R178A,502812,4726097,1,0,0,NA,2021,2380,2381
2754,4R178B,504374,4725393,0,0,0,NA,2021,150,151
2755,4R182A,521335,4728810,0,0,0,NA,2021,11973,11974
2756,4R182B,523044,4728136,0,0,0,NA,2021,12243,12244
2757,4R183A,524513,4727579,0,0,0,NA,2021,12243,12244
2758,4R183B,526539,4728616,0,0,0,NA,2021,11183,11184
2759,4R187A,481758,4733375,0,0,0,NA,2021,5191,5192
2760,4R187B,483677,4731975,0,0,0,NA,2021,4240,4241
2761,4R188A,486520,4734458,0,0,0,NA,2021,1041,1042
2762,4R188B,487809,4731680,0,0,0,NA,2021,3150,3151
2763,4R189A,521830,4733377,0,0,0,NA,2021,7623,7624
2764,4R189B,522393,4730982,0,0,0,NA,2021,1115,1116
2765,4R190A,526202,4732514,0,0,0,NA,2021,4020,4021
2766,4R190B,525607,4733893,0,0,0,NA,2021,5620,5621
2767,4R194A,482888,4736403,0,0,0,NA,2021,6209,6210
2768,4R194B,482829,4735219,0,0,0,NA,2021,3956,3957
2769,4R195A,486138,4736469,0,0,0,NA,2021,12083,12084
2770,4R195B,485223,4737143,0,0,0,NA,2021,12083,12084
2771,4R196A,522761,4736664,0,0,0,NA,2021,7897,7898
2772,4R196B,520658,4736919,0,0,0,NA,2021,7897,7898
2773,4R197A,524815,4737789,0,0,0,NA,2021,281,282
2774,4R197B,523913,4736337,0,0,0,NA,2021,281,282
2775,4R204A,483849,4741146,0,0,1,NA,2021,5977,5978
